Date,Rainfall (mm),Tmax (°C),Tmin (°C),Tmean (°C),Tavg (°C),Tmean_final (°C),ET (mm/day),ET2 (mm/day),Ra (mm/day),Latitude,Longitude,Station
2000-01-19,2.64275,21.3,14.8,18.0,18.05,18.0,2.2869311961572376,,10.893954518273057,20.8425,-156.3471,Cabaero Farms
2000-01-20,7.95971,20.9,15.6,18.2,18.25,18.2,2.084597570493129,,10.93588553083993,20.8425,-156.3471,Cabaero Farms
2000-01-21,2.85192,21.3,16.4,18.8,18.85,18.8,2.045816357017524,,10.97892163493801,20.8425,-156.3471,Cabaero Farms
2000-01-22,5.24307,21.4,16.0,18.7,18.7,18.7,2.150398207760892,,11.023038113125821,20.8425,-156.3471,Cabaero Farms
2000-01-23,0.153974,21.3,14.9,18.1,18.1,18.1,2.312009669367067,,11.068209591154103,20.8425,-156.3471,Cabaero Farms
2000-01-24,0.0,22.0,14.0,18.0,18.0,18.0,2.588464849223526,,11.114410054341567,20.8425,-156.3471,Cabaero Farms
2000-01-25,0.0132422,21.8,13.2,17.5,17.5,17.5,2.6575333431355976,,11.161612864715611,20.8425,-156.3471,Cabaero Farms
2000-01-26,0.290711,22.0,13.3,17.6,17.65,17.6,2.6920816718376632,,11.20979077892173,20.8425,-156.3471,Cabaero Farms
2000-01-27,1.56895,21.9,15.6,18.8,18.75,18.8,2.3788977406298506,,11.258915966903254,20.8425,-156.3471,Cabaero Farms
2000-01-28,0.162646,22.6,15.8,19.2,19.200000000000003,19.2,2.509612596826145,,11.308960031351264,20.8425,-156.3471,Cabaero Farms
2000-01-29,0.000371853,22.9,15.3,19.1,19.1,19.1,2.6578794440302453,,11.359894027922381,20.8425,-156.3471,Cabaero Farms
2000-01-30,0.0,23.7,14.7,19.2,19.2,19.2,2.9134040705319775,,11.411688486220045,20.8425,-156.3471,Cabaero Farms
2000-01-31,0.0329177,24.2,15.0,19.6,19.6,19.6,2.9911721113055108,,11.464313431532803,20.8425,-156.3471,Cabaero Farms
2000-02-01,0.019334,24.0,16.5,20.2,20.25,20.2,2.756825484927235,,11.51773840732086,20.8425,-156.3471,Cabaero Farms
2000-02-02,0.00768352,23.8,15.7,19.8,19.75,19.8,2.8481580272449096,,11.571932498439999,20.8425,-156.3471,Cabaero Farms
2000-02-03,0.0,23.9,15.3,19.6,19.6,19.6,2.9329946421589317,,11.62686435508962,20.8425,-156.3471,Cabaero Farms
2000-02-04,0.0,24.0,15.5,19.8,19.75,19.8,2.9455134890099566,,11.682502217469526,20.8425,-156.3471,Cabaero Farms
2000-02-05,0.0,23.8,15.0,19.4,19.4,19.4,2.9794515742952794,,11.73881394112767,20.8425,-156.3471,Cabaero Farms
2000-02-06,0.00211946,23.8,15.2,19.5,19.5,19.5,2.9676459006597735,,11.795767022978906,20.8425,-156.3471,Cabaero Farms
2000-02-07,0.0,23.9,14.9,19.4,19.4,19.4,3.04251239222798,,11.853328627972495,20.8425,-156.3471,Cabaero Farms
2000-02-08,0.0,24.3,15.7,20.0,20.0,20.0,3.03692497357816,,11.911465616383843,20.8425,-156.3471,Cabaero Farms
2000-02-09,3.5511e-06,24.2,16.1,20.2,20.15,20.2,2.9775107476175435,,11.970144571703798,20.8425,-156.3471,Cabaero Farms
2000-02-10,0.0,24.3,15.3,19.8,19.8,19.8,3.120889849740821,,12.029331829096595,20.8425,-156.3471,Cabaero Farms
2000-02-11,4.04e-08,24.0,15.7,19.8,19.85,19.8,3.0119299799970847,,12.088993504395443,20.8425,-156.3471,Cabaero Farms
2000-02-12,0.0,24.2,15.4,19.8,19.8,19.8,3.116742792092873,,12.149095523602663,20.8425,-156.3471,Cabaero Farms
2000-02-13,0.0,24.6,15.5,20.0,20.05,20.0,3.202151667915993,,12.209603652859247,20.8425,-156.3471,Cabaero Farms
2000-02-14,0.0,24.6,15.4,20.0,20.0,20.0,3.235751985508379,,12.270483528846748,20.8425,-156.3471,Cabaero Farms
2000-02-15,0.0,25.3,15.9,20.6,20.6,20.6,3.339227146260513,,12.331700689582568,20.8425,-156.3471,Cabaero Farms
2000-02-16,0.0,24.9,16.2,20.6,20.549999999999997,20.6,3.2285154356158015,,12.393220605567919,20.8425,-156.3471,Cabaero Farms
2000-02-17,0.0,25.8,16.9,21.3,21.35,21.3,3.341516672375055,,12.455008711245924,20.8425,-156.3471,Cabaero Farms
2000-02-18,0.0,25.3,17.7,21.5,21.5,21.5,3.1190941977882245,,12.517030436725832,20.8425,-156.3471,Cabaero Farms
2000-02-19,1.66369e-05,24.3,17.2,20.8,20.75,20.8,2.9757682532707785,,12.579251239727835,20.8425,-156.3471,Cabaero Farms
2000-02-20,0.0,24.2,16.5,20.4,20.35,20.4,3.082051310379793,,12.641636637701312,20.8425,-156.3471,Cabaero Farms
2000-02-21,0.025528,24.3,17.2,20.8,20.75,20.8,3.005315038252834,,12.704152240068495,20.8425,-156.3471,Cabaero Farms
2000-02-22,0.0216745,24.8,17.3,21.0,21.05,21.0,3.1201179798907073,,12.766763780543785,20.8425,-156.3471,Cabaero Farms
2000-02-23,0.00385574,25.0,17.2,21.1,21.1,21.1,3.20576986563372,,12.829437149478599,20.8425,-156.3471,Cabaero Farms
2000-02-24,0.0,24.7,17.3,21.0,21.0,21.0,3.1296832205970633,,12.892138426179972,20.8425,-156.3471,Cabaero Farms
2000-02-25,0.0,24.5,16.6,20.6,20.55,20.6,3.2159142158059235,,12.954833911150963,20.8425,-156.3471,Cabaero Farms
2000-02-26,0.0,24.2,17.3,20.8,20.75,20.8,3.0357565732692455,,13.0174901581999,20.8425,-156.3471,Cabaero Farms
2000-02-27,0.0,24.3,17.6,21.0,20.950000000000003,21.0,3.021392620678209,,13.0800740063651,20.8425,-156.3471,Cabaero Farms
2000-02-28,0.0,24.5,17.4,21.0,20.95,21.0,3.1251326787112674,,13.142552611601355,20.8425,-156.3471,Cabaero Farms
2000-02-29,0.0063218,25.0,17.3,21.2,21.15,21.2,3.286795682378216,,13.204893478174128,20.8425,-156.3471,Cabaero Farms
2000-03-01,0.0,25.4,16.9,21.2,21.15,21.2,3.4695787249144714,,13.267064489707506,20.8425,-156.3471,Cabaero Farms
2000-03-02,0.00866694,24.5,16.5,20.5,20.5,20.5,3.321010718606079,,13.329033939831808,20.8425,-156.3471,Cabaero Farms
2000-03-03,0.0,24.9,16.4,20.6,20.65,20.6,3.448054265539239,,13.390770562377082,20.8425,-156.3471,Cabaero Farms
2000-03-04,0.0,25.0,16.8,20.9,20.9,20.9,3.4287865421144414,,13.452243561059086,20.8425,-156.3471,Cabaero Farms
2000-03-05,0.0,24.9,16.8,20.8,20.85,20.8,3.414467708734673,,13.513422638604753,20.8425,-156.3471,Cabaero Farms
2000-03-06,0.0,25.5,16.6,21.0,21.05,21.0,3.613859841116101,,13.574278025264872,20.8425,-156.3471,Cabaero Farms
2000-03-07,0.0,24.6,16.7,20.7,20.65,20.7,3.3935188210874516,,13.634780506662521,20.8425,-156.3471,Cabaero Farms
2000-03-08,0.00172967,24.0,15.7,19.8,19.85,19.8,3.41203626572834,,13.694901450926661,20.8425,-156.3471,Cabaero Farms
2000-03-09,0.0,24.4,15.0,19.7,19.7,19.7,3.637235329980508,,13.754612835061367,20.8425,-156.3471,Cabaero Farms
2000-03-10,0.0,24.7,15.3,20.0,20.0,20.0,3.682132990769202,,13.813887270502542,20.8425,-156.3471,Cabaero Farms
2000-03-11,0.0,24.7,15.6,20.2,20.15,20.2,3.6575734963416644,,13.872698027815124,20.8425,-156.3471,Cabaero Farms
2000-03-12,0.0,25.1,16.7,20.9,20.9,20.9,3.593861452107675,,13.931019060485383,20.8425,-156.3471,Cabaero Farms
2000-03-13,0.0,25.1,17.0,21.0,21.05,21.0,3.5529026596295488,,13.988825027764507,20.8425,-156.3471,Cabaero Farms
2000-03-14,0.191668,25.3,16.9,21.1,21.1,21.1,3.6422736161092795,,14.046091316521451,20.8425,-156.3471,Cabaero Farms
2000-03-15,0.0522923,25.4,17.2,21.3,21.299999999999997,21.3,3.631756175765616,,14.102794062064783,20.8425,-156.3471,Cabaero Farms
2000-03-16,0.00921319,25.1,17.5,21.3,21.3,21.3,3.51027560504079,,14.158910167895277,20.8425,-156.3471,Cabaero Farms
2000-03-17,0.0,25.7,17.9,21.8,21.799999999999997,21.8,3.6157582444818774,,14.214417324353205,20.8425,-156.3471,Cabaero Farms
2000-03-18,0.0591238,25.0,18.0,21.5,21.5,21.5,3.4124939753003236,,14.269294026126227,20.8425,-156.3471,Cabaero Farms
2000-03-19,0.00836277,24.9,18.2,21.6,21.549999999999997,21.6,3.359782823806936,,14.323519588586217,20.8425,-156.3471,Cabaero Farms
2000-03-20,0.0,25.0,17.6,21.3,21.3,21.3,3.517150613217666,,14.377074162925778,20.8425,-156.3471,Cabaero Farms
2000-03-21,0.618655,24.7,17.6,21.2,21.15,21.2,3.448943700031104,,14.429938750067345,20.8425,-156.3471,Cabaero Farms
2000-03-22,6.97726,24.2,16.9,20.6,20.549999999999997,20.6,3.455826168347799,,14.48209521332077,20.8425,-156.3471,Cabaero Farms
2000-03-23,4.26291,24.3,16.8,20.6,20.55,20.6,3.515286227462377,,14.533526289767362,20.8425,-156.3471,Cabaero Farms
2000-03-24,1.27572,24.2,16.9,20.6,20.549999999999997,20.6,3.480194900953399,,14.5842156003514,20.8425,-156.3471,Cabaero Farms
2000-03-25,0.145231,24.1,16.5,20.3,20.3,20.3,3.535306246439187,,14.63414765866257,20.8425,-156.3471,Cabaero Farms
2000-03-26,1.11388,23.7,17.0,20.4,20.35,20.4,3.339277455451475,,14.683307878395693,20.8425,-156.3471,Cabaero Farms
2000-03-27,0.952905,24.1,17.5,20.8,20.8,20.8,3.360001421234002,,14.731682579476722,20.8425,-156.3471,Cabaero Farms
2000-03-28,0.373068,24.1,17.2,20.7,20.65,20.7,3.437682558499223,,14.779258992846932,20.8425,-156.3471,Cabaero Farms
2000-03-29,0.0,23.8,16.9,20.3,20.35,20.3,3.412731278544585,,14.826025263899894,20.8425,-156.3471,Cabaero Farms
2000-03-30,0.0,24.6,16.9,20.8,20.75,20.8,3.6637768758284524,,14.871970454568809,20.8425,-156.3471,Cabaero Farms
2000-03-31,3.15721,24.7,16.8,20.8,20.75,20.8,3.72231084363012,,14.917084544064393,20.8425,-156.3471,Cabaero Farms
2000-04-01,34.1887,24.1,17.1,20.6,20.6,20.6,3.496061854343234,,14.961358428266552,20.8425,-156.3471,Cabaero Farms
2000-04-02,26.8474,23.9,17.3,20.6,20.6,20.6,3.4045582863192343,,15.004783917775635,20.8425,-156.3471,Cabaero Farms
2000-04-03,0.168419,23.1,17.4,20.2,20.25,20.2,3.1398506504825554,,15.047353734632042,20.8425,-156.3471,Cabaero Farms
2000-04-04,1.1395,24.0,17.1,20.6,20.55,20.6,3.500626971614377,,15.089061507715588,20.8425,-156.3471,Cabaero Farms
2000-04-05,7.20211,23.9,16.9,20.4,20.4,20.4,3.517032060317447,,15.12990176683861,20.8425,-156.3471,Cabaero Farms
2000-04-06,1.29501,24.0,15.9,20.0,19.95,20.0,3.7535655326162156,,15.169869935549784,20.8425,-156.3471,Cabaero Farms
2000-04-07,0.0,23.7,15.2,19.4,19.45,19.4,3.7938470898933145,,15.208962322667785,20.8425,-156.3471,Cabaero Farms
2000-04-08,2.55316,23.0,15.0,19.0,19.0,19.0,3.6501445623307824,,15.247176112566747,20.8425,-156.3471,Cabaero Farms
2000-04-09,16.7604,23.2,15.4,19.3,19.3,19.3,3.642508291554634,,15.284509354237882,20.8425,-156.3471,Cabaero Farms
2000-04-10,0.884801,23.4,15.6,19.5,19.5,19.5,3.6708781997887305,,15.32096094915379,20.8425,-156.3471,Cabaero Farms
2000-04-11,0.47626,22.8,16.0,19.4,19.4,19.4,3.426244432249361,,15.356530637964562,20.8425,-156.3471,Cabaero Farms
2000-04-12,0.010688,23.1,16.5,19.8,19.8,19.8,3.419484709379467,,15.391218986056817,20.8425,-156.3471,Cabaero Farms
2000-04-13,0.0849727,24.0,16.9,20.4,20.45,20.4,3.611156552328887,,15.425027368008852,20.8425,-156.3471,Cabaero Farms
2000-04-14,0.0,24.5,17.3,20.9,20.9,20.9,3.6919615621568025,,15.457957950977278,20.8425,-156.3471,Cabaero Farms
2000-04-15,0.0,24.3,17.2,20.8,20.75,20.8,3.664342977531579,,15.490013677052202,20.8425,-156.3471,Cabaero Farms
2000-04-16,0.0321176,24.1,17.1,20.6,20.6,20.6,3.626881167033297,,15.521198244619914,20.8425,-156.3471,Cabaero Farms
2000-04-17,0.0147934,24.1,16.6,20.4,20.35,20.4,3.74192057138372,,15.55151608877368,20.8425,-156.3471,Cabaero Farms
2000-04-18,0.786945,23.8,16.7,20.2,20.25,20.2,3.6285671470929284,,15.580972360814703,20.8425,-156.3471,Cabaero Farms
2000-04-19,0.51155,23.9,17.0,20.4,20.45,20.4,3.6025230215023485,,15.60957290688688,20.8425,-156.3471,Cabaero Farms
2000-04-20,0.000230266,24.0,17.5,20.8,20.75,20.8,3.5394376030382624,,15.63732424579009,20.8425,-156.3471,Cabaero Farms
2000-04-21,0.130498,24.0,17.3,20.6,20.65,20.6,3.581010639654855,,15.664233546018083,20.8425,-156.3471,Cabaero Farms
2000-04-22,0.00408443,24.1,17.7,20.9,20.9,20.9,3.5331353378898647,,15.69030860206799,20.8425,-156.3471,Cabaero Farms
2000-04-23,0.0,24.1,17.8,21.0,20.950000000000003,21.0,3.5201375737272347,,15.715557810069289,20.8425,-156.3471,Cabaero Farms
2000-04-24,0.00864227,24.0,17.9,21.0,20.95,21.0,3.4691967843303964,,15.739990142781066,20.8425,-156.3471,Cabaero Farms
2000-04-25,0.16453,24.4,17.6,21.0,21.0,21.0,3.668342190640242,,15.763615124006792,20.8425,-156.3471,Cabaero Farms
2000-04-26,0.359711,24.3,17.7,21.0,21.0,21.0,3.61922688850996,,15.786442802476456,20.8425,-156.3471,Cabaero Farms
2000-04-27,1.63437,24.5,17.7,21.1,21.1,21.1,3.6882649389860385,,15.808483725246306,20.8425,-156.3471,Cabaero Farms
2000-04-28,0.0186672,24.3,17.5,20.9,20.9,20.9,3.6742379926780018,,15.8297489106666,20.8425,-156.3471,Cabaero Farms
2000-04-29,0.0,24.5,17.1,20.8,20.8,20.8,3.8279575427866788,,15.850249820967838,20.8425,-156.3471,Cabaero Farms
2000-04-30,0.0,24.8,17.2,21.0,21.0,21.0,3.904300523021843,,15.86999833451616,20.8425,-156.3471,Cabaero Farms
2000-05-01,0.0,25.1,17.0,21.0,21.05,21.0,4.035513641385681,,15.889006717788098,20.8425,-156.3471,Cabaero Farms
2000-05-02,0.0,25.0,17.9,21.4,21.45,21.4,3.8215470457601493,,15.907287597114882,20.8425,-156.3471,Cabaero Farms
2000-05-03,0.0,25.3,18.5,21.9,21.9,21.9,3.7918247469315243,,15.924853930245975,20.8425,-156.3471,Cabaero Farms
2000-05-04,0.0,25.4,18.4,21.9,21.9,21.9,3.8512570990386434,,15.941718977781031,20.8425,-156.3471,Cabaero Farms
2000-05-05,8.127e-07,25.5,17.9,21.7,21.7,21.7,3.996753515556691,,15.957896274518845,20.8425,-156.3471,Cabaero Farms
2000-05-06,2.21e-08,25.3,17.7,21.5,21.5,21.5,3.980380032274685,,15.973399600771133,20.8425,-156.3471,Cabaero Farms
2000-05-07,0.0,25.4,17.7,21.6,21.549999999999997,21.6,4.020408287075561,,15.988242953688168,20.8425,-156.3471,Cabaero Farms
2000-05-08,0.0,25.8,17.6,21.7,21.700000000000003,21.7,4.163111852176262,,16.002440518642285,20.8425,-156.3471,Cabaero Farms
2000-05-09,0.0,25.7,17.6,21.7,21.65,21.7,4.141156861312056,,16.016006640714387,20.8425,-156.3471,Cabaero Farms
2000-05-10,0.00713322,25.5,18.0,21.8,21.75,21.8,3.9981481698854138,,16.028955796327317,20.8425,-156.3471,Cabaero Farms
2000-05-11,0.000442402,25.1,18.1,21.6,21.6,21.6,3.846030360665808,,16.04130256506886,20.8425,-156.3471,Cabaero Farms
2000-05-12,0.0,25.2,18.4,21.8,21.799999999999997,21.8,3.812723845150579,,16.05306160174581,20.8425,-156.3471,Cabaero Farms
2000-05-13,0.0810737,25.1,18.3,21.7,21.700000000000003,21.7,3.805745807105354,,16.064247608709326,20.8425,-156.3471,Cabaero Farms
2000-05-14,0.0,24.6,18.1,21.4,21.35,21.4,3.695031917675419,,16.074875308490146,20.8425,-156.3471,Cabaero Farms
2000-05-15,0.0,25.1,16.8,21.0,20.950000000000003,21.0,4.1354100351361485,,16.084959416781114,20.8425,-156.3471,Cabaero Farms
2000-05-16,0.0,25.4,16.7,21.0,21.049999999999997,21.0,4.236401094129447,,16.094514615802602,20.8425,-156.3471,Cabaero Farms
2000-05-17,0.0,26.0,16.4,21.2,21.2,21.2,4.4755852584300495,,16.10355552808528,20.8425,-156.3471,Cabaero Farms
2000-05-18,0.0,26.0,17.3,21.6,21.65,21.6,4.306611974585741,,16.11209669070263,20.8425,-156.3471,Cabaero Farms
2000-05-19,0.0,26.0,18.3,22.2,22.15,22.2,4.115307926926889,,16.120152529984487,20.8425,-156.3471,Cabaero Farms
2000-05-20,0.0,25.8,18.1,22.0,21.950000000000003,22.0,4.096658028261326,,16.127737336740886,20.8425,-156.3471,Cabaero Farms
2000-05-21,0.0,25.6,18.1,21.8,21.85,21.8,4.024565465052148,,16.134865242024084,20.8425,-156.3471,Cabaero Farms
2000-05-22,0.0,25.8,18.0,21.9,21.9,21.9,4.116336642613047,,16.141550193454954,20.8425,-156.3471,Cabaero Farms
2000-05-23,0.0,25.7,17.3,21.5,21.5,21.5,4.230323216237581,,16.14780593213814,20.8425,-156.3471,Cabaero Farms
2000-05-24,0.0,25.5,17.4,21.4,21.45,21.4,4.1450232695102285,,16.153645970189157,20.8425,-156.3471,Cabaero Farms
2000-05-25,0.0,25.9,17.7,21.8,21.799999999999997,21.8,4.214505986837846,,16.15908356889446,20.8425,-156.3471,Cabaero Farms
2000-05-26,0.0,25.8,17.9,21.8,21.85,21.8,4.1379853458345695,,16.164131717524462,20.8425,-156.3471,Cabaero Farms
2000-05-27,0.0,25.8,18.7,22.2,22.25,22.2,3.9636461315796976,,16.168803112817574,20.8425,-156.3471,Cabaero Farms
2000-05-28,0.0118683,26.0,18.9,22.4,22.45,22.4,3.984525472685331,,16.173110139151994,20.8425,-156.3471,Cabaero Farms
2000-05-29,0.0179217,25.6,19.0,22.3,22.3,22.3,3.833044867309386,,16.17706484942048,20.8425,-156.3471,Cabaero Farms
2000-05-30,0.0413571,26.0,18.4,22.2,22.2,22.2,4.103848920935674,,16.1806789466219,20.8425,-156.3471,Cabaero Farms
2000-05-31,0.0188397,26.1,18.2,22.2,22.15,22.2,4.184911424819075,,16.183963766182064,20.8425,-156.3471,Cabaero Farms
2000-06-01,0.00163994,26.3,18.4,22.3,22.35,22.3,4.196142708193659,,16.18693025901489,20.8425,-156.3471,Cabaero Farms
2000-06-02,0.0,26.1,18.1,22.1,22.1,22.1,4.2022467321648636,,16.1895889753339,20.8425,-156.3471,Cabaero Farms
2000-06-03,3.806e-06,26.1,17.8,22.0,21.950000000000003,22.0,4.27020878504481,,16.19195004922275,20.8425,-156.3471,Cabaero Farms
2000-06-04,0.00849036,26.0,18.1,22.0,22.05,22.0,4.1665750645162625,,16.19402318397235,20.8425,-156.3471,Cabaero Farms
2000-06-05,0.00346172,26.4,18.8,22.6,22.6,22.6,4.14876537919064,,16.195817638191272,20.8425,-156.3471,Cabaero Farms
2000-06-06,0.0,26.6,19.0,22.8,22.8,22.8,4.16969629424009,,16.197342212694966,20.8425,-156.3471,Cabaero Farms
2000-06-07,0.00805364,26.8,18.8,22.8,22.8,22.8,4.278351721087675,,16.198605238178576,20.8425,-156.3471,Cabaero Farms
2000-06-08,0.0,26.9,19.1,23.0,23.0,23.0,4.245608870209729,,16.199614563677216,20.8425,-156.3471,Cabaero Farms
2000-06-09,0.0,26.8,18.9,22.8,22.85,22.8,4.2519930993563815,,16.20037754581695,20.8425,-156.3471,Cabaero Farms
2000-06-10,0.239776,26.7,18.6,22.7,22.65,22.7,4.295013545775781,,16.20090103885887,20.8425,-156.3471,Cabaero Farms
2000-06-11,0.000981897,27.1,18.8,23.0,22.950000000000003,23.0,4.379998862196232,,16.201191385538277,20.8425,-156.3471,Cabaero Farms
2000-06-12,0.00126521,27.1,19.3,23.2,23.200000000000003,23.2,4.266852557111686,,16.201254408700247,20.8425,-156.3471,Cabaero Farms
2000-06-13,0.0,26.8,19.1,23.0,22.950000000000003,23.0,4.218691240060036,,16.20109540373261,20.8425,-156.3471,Cabaero Farms
2000-06-14,0.0,26.8,19.2,23.0,23.0,23.0,4.19111027575959,,16.2007191317967,20.8425,-156.3471,Cabaero Farms
2000-06-15,0.000805028,26.7,19.7,23.2,23.2,23.2,4.041840835684421,,16.20012981385617,20.8425,-156.3471,Cabaero Farms
2000-06-16,0.0,26.6,19.1,22.8,22.85,22.8,4.142681873619762,,16.19933112550374,20.8425,-156.3471,Cabaero Farms
2000-06-17,0.0235446,26.8,19.4,23.1,23.1,23.1,4.145120347571357,,16.198326192585455,20.8425,-156.3471,Cabaero Farms
2000-06-18,0.0253357,26.7,18.8,22.8,22.75,22.8,4.251137482275261,,16.197117587622078,20.8425,-156.3471,Cabaero Farms
2000-06-19,0.0,27.0,18.6,22.8,22.8,22.8,4.383221651111112,,16.195707327026707,20.8425,-156.3471,Cabaero Farms
2000-06-20,0.139306,26.2,18.0,22.1,22.1,22.1,4.25563518272484,,16.19409686911808,20.8425,-156.3471,Cabaero Farms
2000-06-21,0.537487,26.3,18.6,22.4,22.450000000000003,22.4,4.154391754290033,,16.19228711292846,20.8425,-156.3471,Cabaero Farms
2000-06-22,0.00198889,26.5,19.2,22.8,22.85,22.8,4.084788890742876,,16.19027839780528,20.8425,-156.3471,Cabaero Farms
2000-06-23,0.000514806,26.3,18.3,22.3,22.3,22.3,4.222914508217926,,16.188070503805427,20.8425,-156.3471,Cabaero Farms
2000-06-24,0.00345286,26.4,18.3,22.3,22.35,22.3,4.248593716960882,,16.185662652881245,20.8425,-156.3471,Cabaero Farms
2000-06-25,0.0,26.4,18.4,22.4,22.4,22.4,4.232133441297285,,16.18305351085696,20.8425,-156.3471,Cabaero Farms
2000-06-26,0.160369,26.8,19.0,22.9,22.9,22.9,4.2301380203721575,,16.180241190194547,20.8425,-156.3471,Cabaero Farms
2000-06-27,0.00555011,27.1,19.4,23.2,23.25,23.2,4.233124428651469,,16.17722325354758,20.8425,-156.3471,Cabaero Farms
2000-06-28,0.166299,26.9,19.1,23.0,23.0,23.0,4.238894923283261,,16.173996718102007,20.8425,-156.3471,Cabaero Farms
2000-06-29,0.0,26.7,19.3,23.0,23.0,23.0,4.127897141367432,,16.17055806070208,20.8425,-156.3471,Cabaero Farms
2000-06-30,0.00680556,26.5,19.5,23.0,23.0,23.0,4.013875130747041,,16.16690322376011,20.8425,-156.3471,Cabaero Farms
2000-07-01,0.0,26.8,19.7,23.2,23.25,23.2,4.061286076518752,,16.163027621948082,20.8425,-156.3471,Cabaero Farms
2000-07-02,0.0529906,26.3,20.2,23.2,23.25,23.2,3.7634756144999444,,16.15892614966917,20.8425,-156.3471,Cabaero Farms
2000-07-03,2.70712,26.9,19.3,23.1,23.1,23.1,4.189420621523164,,16.15459318930679,20.8425,-156.3471,Cabaero Farms
2000-07-04,1.56043,27.0,19.3,23.2,23.15,23.2,4.226006787787648,,16.150022620248627,20.8425,-156.3471,Cabaero Farms
2000-07-05,0.402526,26.5,19.2,22.8,22.85,22.8,4.073417637233281,,16.14520782868246,20.8425,-156.3471,Cabaero Farms
2000-07-06,0.00642604,26.6,19.4,23.0,23.0,23.0,4.064073849469489,,16.140141718160386,20.8425,-156.3471,Cabaero Farms
2000-07-07,0.000473455,26.7,20.0,23.4,23.35,23.4,3.9575507238940544,,16.13481672092742,20.8425,-156.3471,Cabaero Farms
2000-07-08,0.00306822,26.7,19.2,23.0,22.95,23.0,4.1450724516409245,,16.129224810009777,20.8425,-156.3471,Cabaero Farms
2000-07-09,0.0,26.7,19.3,23.0,23.0,23.0,4.115848144104082,,16.12335751205767,20.8425,-156.3471,Cabaero Farms
2000-07-10,0.180889,26.7,19.4,23.0,23.049999999999997,23.0,4.08638408216499,,16.117205920936627,20.8425,-156.3471,Cabaero Farms
2000-07-11,0.801084,26.9,19.5,23.2,23.2,23.2,4.132792492131539,,16.110760712060532,20.8425,-156.3471,Cabaero Farms
2000-07-12,0.0,27.0,20.1,23.6,23.55,23.6,4.02797542525033,,16.104012157458797,20.8425,-156.3471,Cabaero Farms
2000-07-13,0.0,27.0,19.8,23.4,23.4,23.4,4.092935485227847,,16.09695014156914,20.8425,-156.3471,Cabaero Farms
2000-07-14,0.0,26.8,19.6,23.2,23.200000000000003,23.2,4.071197970442625,,16.089564177746357,20.8425,-156.3471,Cabaero Farms
2000-07-15,0.0364591,26.4,19.6,23.0,23.0,23.0,3.9353039812539725,,16.081843425476695,20.8425,-156.3471,Cabaero Farms
